item_id,text,source_dataset,char_count
item_0256,"The current political regime in Angola is presidentialism, in which the President of the Republic is also head of state and government; it is advised by a Council of Ministers, which together with the President form the national executive power. Legislative power rests with the 220 parliamentarians elected to the National Assembly. The President of the Republic, together with the parliament, appoints the majority of the members of the two highest bodies of the judiciary, that is, the Constitutional Court and the Supreme Court. The judiciary is still made up of the Court of Auditors and the Supreme Military Court.",wikimedia/wikipedia,620
item_0257,"The merged league created a new logo for the AFC that took elements of the old AFL logo, specifically the ""A"" and the six stars surrounding it. The NFC also adopted a logo in 1970 which like the AFL and AFC logos also contained only the first letter as opposed to a full abbreviation, but with only three stars (to represent the then-three divisions of the Conference). The AFC logo basically remained unchanged from 1970 to 2009. The 2010 NFL season introduced an updated AFC logo, with the most notable revision being the removal of two stars (leaving four representing the four divisions of the AFC), and moving the stars inside the letter, similar to the NFC logo, which itself was updated at the same time to add a fourth star.",wikimedia/wikipedia,732
item_0258,"The ancient historian Aelian ( – ), in his Varia Historia (12.14), describes Alexander's hair color as ""ξανθὴν"", that could mean yellowish, reddish or brownish. It is sometimes claimed that Alexander had one blue and one brown eye. Reconstruction, based on remaining traces of paint, of the original polychromy on his sarcophagus indicates that he was depicted with brown eyes and chestnut brown hair.",wikimedia/wikipedia,401
item_0259,"Aruba has newspapers published in Papiamento: Diario, Bon Dia, Solo di Pueblo, and Awe Mainta; English: Aruba Daily, Aruba Today, and The News; and Dutch: Amigoe. Aruba has 18 radio stations (two AM and sixteen FM) and two local television stations (Telearuba and Channel 22).",wikimedia/wikipedia,276
item_0260,By 1787 Congress was unable to protect manufacturing and shipping. State legislatures were unable or unwilling to resist attacks upon private contracts and public credit. Land speculators expected no rise in values when the government could not defend its borders nor protect its frontier population.,wikimedia/wikipedia,300
item_0261,"The alkali metals are more similar to each other than the elements in any other group are to each other. For instance, when moving down the table, all known alkali metals show increasing atomic radius, decreasing electronegativity, increasing reactivity, and decreasing melting and boiling points as well as heats of fusion and vaporisation. In general, their densities increase when moving down the table, with the exception that potassium is less dense than sodium.",wikimedia/wikipedia,467
item_0262,"Several Afroasiatic languages have large consonant inventories, and it is likely that this is inherited from proto-Afroasiatic. All Afroasiatic languages contain stops and fricatives; some branches have additional types of consonants such as affricates and lateral consonants. AA languages tend to have pharyngeal fricative consonants, with Egyptian, Semitic, Berber, and Cushitic sharing and . In all AA languages, consonants can be bilabial, alveolar, velar, and glottal, with additional places of articulation found in some branches or languages. Additionally, the glottal stop usually exists as a phoneme, and there tends to be no phonemic contrast between and or and . In Cushitic, the Ethiopian Semitic language Tigrinya, and some Chadic languages, there is no underlying phoneme at all.",wikimedia/wikipedia,793
item_0263,"The blues section of An American in Paris has been recorded separately by a number of artists; Ralph Flanagan & His Orchestra released it as a single in 1951 which reached No. 15 on the Billboard chart. Harry James released a version of the blues section on his 1953 album One Night Stand, recorded live at the Aragon Ballroom in Chicago (Columbia GL 522 and CL 522).",wikimedia/wikipedia,367
item_0264,"Naval forces assisted Grant in the long, complex Vicksburg Campaign that resulted in the Confederates surrendering at the Battle of Vicksburg in July 1863, which cemented Union control of the Mississippi River and is considered one of the turning points of the war.",wikimedia/wikipedia,265
item_0265,"In 1992, Harold Russell consigned his 1946 Oscar for Best Supporting Actor for The Best Years of Our Lives to auction to raise money for his wife's medical expenses. Though his decision caused controversy, the first Oscar ever to be sold passed to a private collector on August 6, 1992 for $60,500 ($ today). Russell defended his action, saying, ""I don't know why anybody would be critical. My wife's health is much more important than sentimental reasons. The movie will be here, even if Oscar isn't.""",wikimedia/wikipedia,502
item_0266,"Michael Chang was the opponent Agassi faced most frequently from all the players other than Sampras. They met 22 times on the tour level with Agassi leading 15–7. Chang, unlike most of Agassi's big rivals, had a playing style similar to his. Both players preferred to stay at the baseline with Chang being more defensive-minded. The outcome was that most of their meetings were built on long and entertaining rallies. The rivalry began late in the 1980s with both players being considered the prodigies of the next great generation of American tennis players and both being of foreign descent.",wikimedia/wikipedia,593
item_0267,"From pentane to octane the alkanes are highly volatile liquids. They are used as fuels in internal combustion engines, as they vaporize easily on entry into the combustion chamber without forming droplets, which would impair the uniformity of the combustion. Branched-chain alkanes are preferred as they are much less prone to premature ignition, which causes knocking, than their straight-chain homologues. This propensity to premature ignition is measured by the octane rating of the fuel, where 2,2,4-trimethylpentane (isooctane) has an arbitrary value of 100, and heptane has a value of zero. Apart from their use as fuels, the middle alkanes are also good solvents for nonpolar substances.",wikimedia/wikipedia,694
item_0268,"Adobe walls are load bearing, i.e. they carry their own weight into the foundation rather than by another structure, hence the adobe must have sufficient compressive strength. In the United States, most building codes call for a minimum compressive strength of 300 lbf/in2 (2.07 newton/mm2) for the adobe block. Adobe construction should be designed so as to avoid lateral structural loads that would cause bending loads. The building codes require the building sustain a 1 g lateral acceleration earthquake load. Such an acceleration will cause lateral loads on the walls, resulting in shear and bending and inducing tensile stresses. To withstand such loads, the codes typically call for a tensile modulus of rupture strength of at least 50 lbf/in2 (0.345 newton/mm2) for the finished block.",wikimedia/wikipedia,793
item_0269,"The largest cities in Anatolia (aside from the Asian side of Istanbul) are Ankara, İzmir, Bursa, Antalya, Konya, Adana, İzmit, Mersin, Manisa, Kayseri, Samsun, Balıkesir, Kahramanmaraş, Aydın, Adapazarı, Denizli, Muğla, Eskişehir, Trabzon, Ordu, Afyonkarahisar, Sivas, Tokat, Zonguldak, Kütahya, Çanakkale, Osmaniye, Şırnak and Çorum. All have populations of more than 500,000.",wikimedia/wikipedia,377
item_0270,"Rand's experience of the Russian Revolution and early Communist Russia influenced the portrayal of her villains. Beyond We the Living, which is set in Russia, this influence can be seen in the ideas and rhetoric of Ellsworth Toohey in The Fountainhead, and in the destruction of the economy in Atlas Shrugged.",wikimedia/wikipedia,309
item_0271,"Einstein's right of publicity was litigated in 2015 in a federal district court in California. Although the court initially held that the right had expired, that ruling was immediately appealed, and the decision was later vacated in its entirety. The underlying claims between the parties in that lawsuit were ultimately settled. The right is enforceable, and the Hebrew University of Jerusalem is the exclusive representative of that right. Corbis, successor to The Roger Richman Agency, licenses the use of his name and associated imagery, as agent for the university.",wikimedia/wikipedia,570
item_0272,"Aikido's fundamental principles include: (entering), , (breathing control), (triangular principle) and (turning) movements that redirect the opponent's attack momentum. Its curriculum comprises various techniques, primarily throws and joint locks. It also includes a weapons system encompassing the , and .",wikimedia/wikipedia,306
item_0273,"As early as 317 AD, Ge Hong documented the use of metals, minerals, and elixirs in early Chinese medicine. Hong identified three ancient Chinese documents, titled Scripture of Great Clarity, Scripture of the Nine Elixirs, and Scripture of the Golden Liquor, as texts containing fundamental alchemical information. He also described alchemy, along with meditation, as the sole spiritual practices that could allow one to gain immortality or to transcend. In his work Inner Chapters of the Book of the Master Who Embraces Spontaneous Nature (317 AD), Hong argued that alchemical solutions such as elixirs were preferable to traditional medicinal treatment due to the spiritual protection they could provide. In the centuries following Ge Hong's death, the emphasis placed on alchemy as a spiritual practice among Chinese Daoists was reduced. In 499 AD, Tao Hongjing refuted Hong's statement that alchemy is as important a spiritual practice as Shangqing meditation. While Hongjing did not deny the power of alchemical elixirs to grant immortality or provide divine protection, he ultimately found the Scripture of the Nine Elixirs to be ambiguous and spiritually unfulfilling, aiming to implement more accessible practicing techniques.",wikimedia/wikipedia,1233
item_0274,"During the colonial period, there was a large (10% in 1960) European population who became known as Pied-Noirs. They were primarily of French, Spanish and Italian origin. Almost all of this population left during the war of independence or immediately after its end.",wikimedia/wikipedia,266
item_0275,"On 3 October 1933, Einstein delivered a speech on the importance of academic freedom before a packed audience at the Royal Albert Hall in London, with The Times reporting he was wildly cheered throughout. Four days later he returned to the US and took up a position at the Institute for Advanced Study, noted for having become a refuge for scientists fleeing Nazi Germany. At the time, most American universities, including Harvard, Princeton and Yale, had minimal or no Jewish faculty or students, as a result of their Jewish quotas, which lasted until the late 1940s.",wikimedia/wikipedia,569
item_0276,Superficial or surface anatomy is important as the study of anatomical landmarks that can be readily seen from the exterior contours of the body. It enables physicians or veterinary surgeons to gauge the position and anatomy of the associated deeper structures. Superficial is a directional term that indicates that structures are located relatively close to the surface of the body.,wikimedia/wikipedia,383
item_0277,"The main repository for the Apollo Moon rocks is the Lunar Sample Laboratory Facility at the Lyndon B. Johnson Space Center in Houston, Texas. For safekeeping, there is also a smaller collection stored at White Sands Test Facility near Las Cruces, New Mexico. Most of the rocks are stored in nitrogen to keep them free of moisture. They are handled only indirectly, using special tools. Over 100 research laboratories worldwide conduct studies of the samples; approximately 500 samples are prepared and sent to investigators every year.",wikimedia/wikipedia,536
item_0278,"Phytogeographically, Andorra belongs to the Atlantic European province of the Circumboreal Region within the Boreal Kingdom. According to the WWF, the territory of Andorra belongs to the ecoregion of Pyrenees conifer and mixed forests. Andorra had a 2018 Forest Landscape Integrity Index mean score of 4.45/10, ranking it 127th globally out of 172 countries.",wikimedia/wikipedia,358
item_0279,"On 2 December 1926, Hitchcock married the English screenwriter Alma Reville at the Brompton Oratory in South Kensington. The couple honeymooned in Paris, Lake Como and St. Moritz, before returning to London to live in a leased flat on the top two floors of 153 Cromwell Road, Kensington. Reville, who was born just hours after Hitchcock, converted from Protestantism to Catholicism, apparently at the insistence of Hitchcock's mother; she was baptised on 31 May 1927 and confirmed at Westminster Cathedral by Cardinal Francis Bourne on 5 June.",wikimedia/wikipedia,543
item_0280,"The most important difference is that once a film is in the production phase, the marginal cost of one more shot is higher for animated films than live-action films. It is relatively easy for a director to ask for one more take during principal photography of a live-action film, but every take on an animated film must be manually rendered by animators (although the task of rendering slightly different takes has been made less tedious by modern computer animation). It is pointless for a studio to pay the salaries of dozens of animators to spend weeks creating a visually dazzling five-minute scene if that scene fails to effectively advance the plot of the film. Thus, animation studios starting with Disney began the practice in the 1930s of maintaining story departments where storyboard artists develop every single scene through storyboards, then handing the film over to the animators only after the production team is satisfied that all the scenes make sense as a whole. While live-action films are now also storyboarded, they enjoy more latitude to depart from storyboards (i.e., real-time improvisation).",wikimedia/wikipedia,1117
item_0281,"In January 2020, a leak of government documents known as the Luanda Leaks showed that U.S. consulting companies such as Boston Consulting Group, McKinsey & Company, and PricewaterhouseCoopers had helped members of the family of former President José Eduardo dos Santos (especially his daughter Isabel dos Santos) corruptly run Sonangol for their own personal profit, helping them use the company's revenues to fund vanity projects in France and Switzerland. After further revelations in the Pandora Papers, former generals Dias and do Nascimento and former presidential advisers were also accused of misappropriating significant public funds for personal benefit.",wikimedia/wikipedia,663
item_0282,"The Dutch were compelled to venture into forbidden waters of the Caribbean, known as Spain's mare clausum, due to their need for salt, in open defiance of Phillip II . Since the mid-15th century, the prosperous Dutch herring industry had been steadily expanding. The West Frisian towns of Hoorn, Enkhuizen, and Medemblik were particularly active in the salt trade, thanks to their thriving fishing industries. Herring was a crucial commodity for Dutch commerce, requiring salt for preservation. Salt also played a vital role in the butter and cheese industry, as well as in preserving food during long voyages. The curing or pickling process for herring was well-established during the Middle Ages. After catching the herring, the packers would remove the internal organs, mix them with salt to create a brine, and pack them in barrels along with additional salt. While Zeeland was not heavily involved in fishing, they were renowned for their salt whitening process, which was highly sought after throughout Europe.",wikimedia/wikipedia,1016
item_0283,"A Clockwork Orange was written in Hove, then a senescent English seaside town. Burgess had arrived back in Britain after his stint abroad to see that much had changed. A youth culture had developed, based around coffee bars, pop music and teenage gangs. England was gripped by fears over juvenile delinquency. Burgess stated that the novel's inspiration was his first wife Lynne's beating by a gang of drunk American servicemen stationed in England during World War II. She subsequently miscarried. In its investigation of free will, the book's target is ostensibly the concept of behaviourism, pioneered by such figures as B. F. Skinner.",wikimedia/wikipedia,638
item_0284,"The financial crisis of 2007–2008 renewed interest in her works, especially Atlas Shrugged, which some saw as foreshadowing the crisis. Opinion articles compared real-world events with the novel's plot. Signs mentioning Rand and her fictional hero John Galt appeared at Tea Party protests. There was increased criticism of her ideas, especially from the political left. Critics blamed the economic crisis on her support of selfishness and free markets, particularly through her influence on Alan Greenspan. In 2015, Adam Weiner said that through Greenspan, ""Rand had effectively chucked a ticking time bomb into the boiler room of the US economy"". Lisa Duggan said that Rand's novels had ""incalculable impact"" in encouraging the spread of neoliberal political ideas. In 2021, Cass Sunstein said Rand's ideas could be seen in the tax and regulatory policies of the Trump administration, which he attributed to the ""enduring influence"" of Rand's fiction.",wikimedia/wikipedia,952
item_0285,"Other sports practised in Andorra include cycling, volleyball, judo, Australian Rules football, handball, swimming, gymnastics, tennis, and motorsports. In 2012, Andorra raised its first national cricket team and played a home match against the Dutch Fellowship of Fairly Odd Places Cricket Club, the first match played in the history of Andorra at an altitude of .",wikimedia/wikipedia,365
item_0286,"The head of state is the President of Algeria, who is elected for a five-year term. The president is limited to two five-year terms. The most recent presidential election was planned to be in April 2019, but widespread protests erupted on 22 February against the president's decision to participate in the election, which resulted in President Bouteflika announcing his resignation on 3 April. Abdelmadjid Tebboune, an independent candidate, was elected as president after the election eventually took place on 12 December 2019. Protestors refused to recognise Tebboune as president, citing demands for comprehensive reform of the political system. Algeria has universal suffrage at 18 years of age. The President is the head of the army, the Council of Ministers and the High Security Council. He appoints the Prime Minister who is also the head of government.",wikimedia/wikipedia,861
item_0287,"Anti-art is a label for art that intentionally challenges the established parameters and values of art; it is a term associated with Dadaism and attributed to Marcel Duchamp just before World War I, when he was making art from found objects. One of these, Fountain (1917), an ordinary urinal, has achieved considerable prominence and influence on art. Anti-art is a feature of work by Situationist International, the lo-fi Mail art movement, and the Young British Artists, though it is a form still rejected by the Stuckists, who describe themselves as anti-anti-art.",wikimedia/wikipedia,567
item_0288,Anarchic attitudes were also articulated by tragedians and philosophers in Greece. Aeschylus and Sophocles used the myth of Antigone to illustrate the conflict between laws imposed by the state and personal autonomy. Socrates questioned Athenian authorities constantly and insisted on the right of individual freedom of conscience. Cynics dismissed human law (nomos) and associated authorities while trying to live according to nature (physis). Stoics were supportive of a society based on unofficial and friendly relations among its citizens without the presence of a state.,wikimedia/wikipedia,575
item_0289,"Football is the most popular sport in Algeria. Several names are engraved in the history of the sport, including Lakhdar Belloumi, Rachid Mekhloufi, Hassen Lalmas, Rabah Madjer, Riyad Mahrez, Salah Assad and Djamel Zidane. The Algeria national football team qualified for the 1982 FIFA World Cup, 1986 FIFA World Cup, 2010 FIFA World Cup and 2014 FIFA World Cup. In addition, several football clubs have won continental and international trophies as the club ES Sétif or JS Kabylia. The Algerian Football Federation is an association of Algeria football clubs organizing national competitions and international matches of the selection of Algeria national football team.",wikimedia/wikipedia,670
item_0290,"""a two-way infinite sequence of spaces or boxes ... The problem solver or worker is to move and work in this symbol space, being capable of being in, and operating in but one box at a time. ... a box is to admit of but two possible conditions, i.e., being empty or unmarked, and having a single mark in it, say a vertical stroke.",wikimedia/wikipedia,329
item_0291,"The company's manufacturing, procurement, and logistics enable it to execute massive product launches without having to maintain large, profit-sapping inventories. In 2011, Apple's profit margins were 40 percent, compared with between 10 and 20 percent for most other hardware companies. Cook's catchphrase to describe his focus on the company's operational arm is: ""Nobody wants to buy sour milk.""",wikimedia/wikipedia,398
item_0292,"The shelves of the Atlantic hosts one of the world's richest fishing resources. The most productive areas include the Grand Banks of Newfoundland, the Scotian Shelf, Georges Bank off Cape Cod, the Bahama Banks, the waters around Iceland, the Irish Sea, the Bay of Fundy, the Dogger Bank of the North Sea, and the Falkland Banks.",wikimedia/wikipedia,328
item_0293,"Pottery has been crafted in Afghanistan for millennia. The village of Istalif, north of Kabul, is in particular a major center, known for its unique turquoise and green pottery, and their methods of crafting have remained the same for centuries. Much of lapis lazuli stones were earthed in modern-day Afghanistan which were used in Chinese porcelain as cobalt blue, later used in ancient Mesopotamia and Turkey.",wikimedia/wikipedia,411
item_0294,"Amsterdam is intensely urbanised, as is the Amsterdam metropolitan area surrounding the city. Comprising of land, the city proper has 4,457 inhabitants per km2 and 2,275 houses per km2. Parks and nature reserves make up 12% of Amsterdam's land area.",wikimedia/wikipedia,249
item_0295,"As of the 2021 Canadian Census, the ten most spoken languages in the province included English (4,109,720 or 98.37%), French (260,415 or 6.23%), Tagalog (172,625 or 4.13%), Punjabi (126,385 or 3.03%), Spanish (116,070 or 2.78%), Hindi (94,015 or 2.25%), Mandarin (82,095 or 1.97%), Arabic (76,760 or 1.84%), Cantonese (74,960 or 1.79%), and German (65,370 or 1.56%). The question on knowledge of languages allows for multiple responses.",wikimedia/wikipedia,436
item_0296,"When the spacecraft hit the water, the parachutes dragged it over and left it upside down, in what was termed Stable2 position. As they were buffeted by a swell, Borman was sick, waiting for the three flotation balloons to right the spacecraft. About six minutes after splashdown, the command module was righted into a normal apex-up (Stable 1) orientation by its inflatable bag uprighting system. The first frogman from aircraft carrier arrived 43 minutes after splashdown. Forty-five minutes later, the crew was safe on the flight deck of the Yorktown.",wikimedia/wikipedia,554
item_0297,"Of these various metropolitan area configurations, only the Stadsregio Amsterdam (City Region of Amsterdam) has a formal governmental status. Its responsibilities include regional spatial planning and the metropolitan public transport concessions.",wikimedia/wikipedia,247
item_0298,"In most jurisdictions the normal and preferred way of seeking appellate review is by filing an appeal of the final judgment. Generally, an appeal of the judgment will also allow appeal of all other orders or rulings made by the trial court in the course of the case. This is because such orders cannot be appealed ""as of right"". However, certain critical interlocutory court orders, such as the denial of a request for an interim injunction, or an order holding a person in contempt of court, can be appealed immediately although the case may otherwise not have been fully disposed of.",wikimedia/wikipedia,585
item_0299,"Bell's father, grandfather, and brother had all been associated with work on elocution and speech, and both his mother and wife were deaf; profoundly influencing Bell's life's work. His research on hearing and speech further led him to experiment with hearing devices which eventually culminated in Bell being awarded the first U.S. patent for the telephone, on March 7, 1876. Bell considered his invention an intrusion on his real work as a scientist and refused to have a telephone in his study.",wikimedia/wikipedia,497
item_0300,"Aristotle's immanent realism means his epistemology is based on the study of things that exist or happen in the world, and rises to knowledge of the universal, whereas for Plato epistemology begins with knowledge of universal Forms (or ideas) and descends to knowledge of particular imitations of these. Aristotle uses induction from examples alongside deduction, whereas Plato relies on deduction from a priori principles.",wikimedia/wikipedia,423
item_0301,"In the 14th century, alchemy became more accessible to Europeans outside the confines of Latin speaking churchmen and scholars. Alchemical discourse shifted from scholarly philosophical debate to an exposed social commentary on the alchemists themselves. Dante, Piers Plowman, and Chaucer all painted unflattering pictures of alchemists as thieves and liars. Pope John XXII's 1317 edict, Spondent quas non-exhibent forbade the false promises of transmutation made by pseudo-alchemists. Roman Catholic Inquisitor General Nicholas Eymerich's Directorium Inquisitorum, written in 1376, associated alchemy with the performance of demonic rituals, which Eymerich differentiated from magic performed in accordance with scripture. This did not, however, lead to any change in the Inquisition's monitoring or prosecution of alchemists. In 1403, Henry IV of England banned the practice of multiplying metals (although it was possible to buy a licence to attempt to make gold alchemically, and a number were granted by Henry VI and Edward IV). These critiques and regulations centered more around pseudo-alchemical charlatanism than the actual study of alchemy, which continued with an increasingly Christian tone. The 14th century saw the Christian imagery of death and resurrection employed in the alchemical texts of Petrus Bonus, John of Rupescissa, and in works written in the name of Raymond Lull and Arnold of Villanova.",wikimedia/wikipedia,1417
item_0302,"Pop music developed in the 1950s through Radio Kabul and was influential in social change. During this time female artists also started appearing, at first Mermon Parwin. Perhaps the most famous artist of this genre was Ahmad Zahir, who synthesized many genres and continues to be renowned for his voice and rich lyrics long after his death in 1979. Other notable masters of traditional or popular Afghan music include Nashenas, Ubaidullah Jan, Mahwash, Ahmad Wali, Farhad Darya, and Naghma.",wikimedia/wikipedia,491
item_0303,"The word abacus dates to at least AD 1387 when a Middle English work borrowed the word from Latin that described a sandboard abacus. The Latin word is derived from ancient Greek (abax) which means something without a base, and colloquially, any piece of rectangular material. Alternatively, without reference to ancient texts on etymology, it has been suggested that it means ""a square tablet strewn with dust"", or ""drawing-board covered with dust (for the use of mathematics)"" (the exact shape of the Latin perhaps reflects the genitive form of the Greek word, (abakos)). While the table strewn with dust definition is popular, some argue evidence is insufficient for that conclusion. Greek probably borrowed from a Northwest Semitic language like Phoenician, evidenced by a cognate with the Hebrew word ʾābāq (), or ""dust"" (in the post-Biblical sense ""sand used as a writing surface"").",wikimedia/wikipedia,887
item_0304,"The chemistry of lithium shows several differences from that of the rest of the group as the small Li+ cation polarises anions and gives its compounds a more covalent character. Lithium and magnesium have a diagonal relationship due to their similar atomic radii, so that they show some similarities. For example, lithium forms a stable nitride, a property common among all the alkaline earth metals (magnesium's group) but unique among the alkali metals. In addition, among their respective groups, only lithium and magnesium form organometallic compounds with significant covalent character (e.g. LiMe and MgMe2).",wikimedia/wikipedia,615
item_0305,"Acids are fundamental reagents in treating almost all processes in modern industry. Sulfuric acid, a diprotic acid, is the most widely used acid in industry, and is also the most-produced industrial chemical in the world. It is mainly used in producing fertilizer, detergent, batteries and dyes, as well as used in processing many products such like removing impurities. According to the statistics data in 2011, the annual production of sulfuric acid was around 200 million tonnes in the world. For example, phosphate minerals react with sulfuric acid to produce phosphoric acid for the production of phosphate fertilizers, and zinc is produced by dissolving zinc oxide into sulfuric acid, purifying the solution and electrowinning.",wikimedia/wikipedia,733
item_0306,"One of the economic consequences of social and regional disparities is a sharp increase in Angolan private investments abroad. The small fringe of Angolan society where most of the asset accumulation takes place seeks to spread its assets, for reasons of security and profit. For the time being, the biggest share of these investments is concentrated in Portugal where the Angolan presence (including the family of the state president) in banks as well as in the domains of energy, telecommunications, and mass media has become notable, as has the acquisition of vineyards and orchards as well as of tourism enterprises.",wikimedia/wikipedia,620
item_0307,"The NeXT acquisition was finalized on February 9, 1997, and the board brought Jobs back to Apple as an advisor. On July 9, 1997, Jobs staged a boardroom coup that resulted in Amelio's resignation after overseeing a three-year record-low stock price and crippling financial losses.",wikimedia/wikipedia,280
item_0308,An 1842 article in the Jacksonville Republican proposed it meant 'Here We Rest'. This notion was popularized in the 1850s through the writings of Alexander Beaufort Meek. Experts in the Muskogean languages have not found any evidence to support such a translation.,wikimedia/wikipedia,264
item_0309,"On July 12, with Apollo 11 still on the launch pad, Hornet departed Pearl Harbor for the recovery area in the central Pacific, in the vicinity of . A presidential party consisting of Nixon, Borman, Secretary of State William P. Rogers and National Security Advisor Henry Kissinger flew to Johnston Atoll on Air Force One, then to the command ship USS Arlington in Marine One. After a night on board, they would fly to Hornet in Marine One for a few hours of ceremonies. On arrival aboard Hornet, the party was greeted by the Commander-in-Chief, Pacific Command (CINCPAC), Admiral John S. McCain Jr., and NASA Administrator Thomas O. Paine, who flew to Hornet from Pago Pago in one of Hornets carrier onboard delivery aircraft.",wikimedia/wikipedia,726
item_0310,"Among the earlier critics were Gerard Clauson (1956), Gerhard Doerfer (1963), and Alexander Shcherbak. They claimed that the words and features shared by Turkic, Mongolic, and Tungusic languages were for the most part borrowings and that the rest could be attributed to chance resemblances. In 1988, Doerfer again rejected all the genetic claims over these major groups.",wikimedia/wikipedia,370
item_0311,"The first alchemist whose name we know was Mary the Jewess (). Early sources claim that Mary (or Maria) devised a number of improvements to alchemical equipment and tools as well as novel techniques in chemistry. Her best known advances were in heating and distillation processes. The laboratory water-bath, known eponymously (especially in France) as the bain-marie, is said to have been invented or at least improved by her. Essentially a double-boiler, it was (and is) used in chemistry for processes that required gentle heating. The tribikos (a modified distillation apparatus) and the kerotakis (a more intricate apparatus used especially for sublimations) are two other advancements in the process of distillation that are credited to her. Although we have no writing from Mary herself, she is known from the early-fourth-century writings of Zosimos of Panopolis. After the Greco-Roman period, women's names appear less frequently in alchemical literature.",wikimedia/wikipedia,963
item_0312,"Naturally occurring bitumen is sometimes specified by the term ""crude bitumen"". Its viscosity is similar to that of cold molasses while the material obtained from the fractional distillation of crude oil boiling at is sometimes referred to as ""refined bitumen"". The Canadian province of Alberta has most of the world's reserves of natural bitumen in the Athabasca oil sands, which cover , an area larger than England.",wikimedia/wikipedia,417
item_0313,"The idea that Romanization was necessary for modernization and growth in Egypt continued with Abd Al-Aziz Fahmi in 1944. He was the chairman for the Writing and Grammar Committee for the Arabic Language Academy of Cairo. This effort failed as the Egyptian people felt a strong cultural tie to the Arabic alphabet. In particular, the older Egyptian generations believed that the Arabic alphabet had strong connections to Arab values and history, due to the long history of the Arabic alphabet (Shrivtiel, 189) in Muslim societies.",wikimedia/wikipedia,529
item_0314,"The principle of nonviolence seeks to minimize karmas which limit the capabilities of the soul. Jainism views every soul as worthy of respect because it has the potential to become (God in Jainism). Because all living beings possess a soul, great care and awareness is essential in one's actions. Jainism emphasizes the equality of all life, advocating harmlessness towards all, whether the creatures are great or small. This policy extends even to microscopic organisms. Jainism acknowledges that every person has different capabilities and capacities to practice and therefore accepts different levels of compliance for ascetics and householders.",wikimedia/wikipedia,648
item_0315,"Apple became the first publicly traded U.S. company to be valued at over $1 trillion in August 2018, then at $2 trillion in August 2020, and at $3 trillion in January 2022. In June 2023, it was valued at just over $3 trillion. The company receives criticism regarding the labor practices of its contractors, its environmental practices, and its business ethics, including anti-competitive practices and materials sourcing. Nevertheless, the company has a large following and enjoys a high level of brand loyalty. It has also been consistently ranked as one of the world's most valuable brands.",wikimedia/wikipedia,593
item_0316,"On February 6, 1778, France and the United States signed the Treaty of Amity and Commerce regulating trade between the two countries, followed by a defensive military alliance against Britain, the Treaty of Alliance. In return for French guarantees of American independence, Congress undertook to defend their interests in the West Indies, while both sides agreed not to make a separate peace; conflict over these provisions would lead to the 1798 to 1800 Quasi-War. Charles III of Spain was invited to join on the same terms but refused, largely due to concerns over the impact of the Revolution on Spanish colonies in the Americas. Spain had complained on multiple occasions about encroachment by American settlers into Louisiana, a problem that could only get worse once the United States replaced Britain.",wikimedia/wikipedia,809
item_0317,"Attila's father Mundzuk was the brother of kings Octar and Ruga, who reigned jointly over the Hunnic empire in the early fifth century. This form of diarchy was recurrent with the Huns, but historians are unsure whether it was institutionalized, merely customary, or an occasional occurrence. His family was from a noble lineage, but it is uncertain whether they constituted a royal dynasty. Attila's birthdate is debated; journalist Éric Deschodt and writer Herman Schreiber have proposed a date of 395. However, historian Iaroslav Lebedynsky and archaeologist Katalin Escher prefer an estimate between the 390s and the first decade of the fifth century. Several historians have proposed 406 as the date.",wikimedia/wikipedia,705
item_0318,"Agassi's charities help in assisting children reach their athletic potential. His Boys & Girls Club sees 2,000 children throughout the year and boasts a world-class junior tennis team. It also has a basketball program (the Agassi Stars) and a rigorous system that encourages a mix of academics and athletics.",wikimedia/wikipedia,308
item_0319,"Hitchcock's other notable films include Rope (1948), Strangers on a Train (1951), Dial M for Murder (1954), To Catch a Thief (1955), The Trouble with Harry (1955), Vertigo (1958), North by Northwest (1959), The Birds (1963) and Marnie (1964), all of which were also financially successful and are highly regarded by film historians. Hitchcock made multiple films with some of the biggest stars in Hollywood, including four with Cary Grant, four with James Stewart, three with Ingrid Bergman and three consecutively with Grace Kelly. Hitchcock became an American citizen in 1955.",wikimedia/wikipedia,578
item_0320,"To illustrate this approach, Aristotle proposed a first-of-its-kind mathematical model of voting, albeit textually described, where the democratic principle of ""one voter–one vote"" is combined with the oligarchic ""merit-weighted voting""; for relevant quotes and their translation into mathematical formulas see.",wikimedia/wikipedia,311
item_0321,"In the Book of Enoch (22:7), regarded by most Christian and Jewish traditions as extra-biblical, the soul of Abel is described as having been appointed as the chief of martyrs, crying for vengeance, for the destruction of the seed of Cain. A similar view is later shown in the Testament of Abraham (A:13 / B:11), where Abel has been raised to the position as the judge of the souls.",wikimedia/wikipedia,382
item_0322,"As the field has matured it has debated and arrived at ethical principles aimed at protecting both the subjects of anthropological research as well as the researchers themselves, and professional societies have generated codes of ethics.",wikimedia/wikipedia,237
item_0323,"Architecture is often included as one of the visual arts; however, like the decorative arts, or advertising, it involves the creation of objects where the practical considerations of use are essential in a way that they usually are not in a painting, for example.",wikimedia/wikipedia,263
item_0324,"What motivates the altruist is compassion. The suffering of others is for him not a cold matter to which he is indifferent, but he feels connectiveness to all beings. Compassion is thus the basis of morality.",wikimedia/wikipedia,208
